run_id,particle,energy_keV,x,y,z,pitch_deg,phi_deg,steps,dt,method,energy_mean_err,energy_max_err,energy_rms_err,mu_mean_err,mu_max_err,mu_rms_err
20250714_154219,proton,10000.0,5.0,0.0,0.0,30.0,90.0,10000000,12.1,PS,1.3697194588743847e-11,1.3762612973535491e-11,1.3697256569812307e-11,0.019195617732643715,0.038518374339378735,0.02033660129077889
20250714_192102,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,RK4,0.5761813600063679,0.5761864620161814,0.5761813600112459,0.6001674696136001,0.603545841386657,0.6001707966253127
20250714_192102,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,RKG,7.86172229941196e-07,1.7342679043663687e-06,8.86835655975425e-07,0.01919134991149264,0.026127261036634125,0.019515732588807167
20250714_192102,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,PS,1.3086570205504038e-13,1.3225286676193126e-13,1.3086724679667096e-13,0.01920581737347329,0.026158686349298577,0.01953041324936816
20250714_192227,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,RK4,2808449.569106164,2808449.569106165,2808449.5691061653,2.3614533579153997e+22,2.4152900101293482e+22,2.3616559053012946e+22
20250714_192227,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,RKG,7.4989423277421154e-06,2.9373688817641314e-05,1.1992296870658056e-05,0.019197287111356817,0.0385101133327366,0.020024292025434362
20250714_192227,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,PS,1.2695126821263197e-12,1.2751498232989053e-12,1.2695154549260983e-12,0.01919383669678926,0.0385005548386995,0.020027539497429567
20250714_192827,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,RK4,2808449.569106164,2808449.569106165,2808449.5691061653,2.3614533579153997e+22,2.4152900101293482e+22,2.3616559053012946e+22
20250714_192827,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,RKG,7.4989423277421154e-06,2.9373688817641314e-05,1.1992296870658056e-05,0.019197287111356817,0.0385101133327366,0.020024292025434362
20250714_192827,proton,10000.0,5.0,0.0,0.0,30.0,90.0,1000000,12.1,PS,1.2695126821263197e-12,1.2751498232989053e-12,1.2695154549260983e-12,0.01919383669678926,0.0385005548386995,0.020027539497429567
20250714_192922,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,RK4,0.5761813600063679,0.5761864620161814,0.5761813600112459,0.6001674696136001,0.603545841386657,0.6001707966253127
20250714_192922,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,RKG,7.86172229941196e-07,1.7342679043663687e-06,8.86835655975425e-07,0.01919134991149264,0.026127261036634125,0.019515732588807167
20250714_192922,proton,10000.0,5.0,0.0,0.0,30.0,90.0,100000,12.1,PS,1.3086570205504038e-13,1.3225286676193126e-13,1.3086724679667096e-13,0.01920581737347329,0.026158686349298577,0.01953041324936816
